,Insult,Date,Comment,tokenized_sents,stemmed,replaced stemmed
1017,0,20120609163930Z,how hard is it for the bimbo to use a towel or baby blanket for a coverup toss one in the diaper bag and use it,"['hard', 'bimbo', 'use', 'towel', 'baby', 'blanket', 'coverup', 'toss', 'one', 'diaper', 'bag', 'use']","['hard', 'bimbo', 'use', 'towel', 'babi', 'blanket', 'coverup', 'toss', 'one', 'diaper', 'bag', 'use']","['hard', 'bimbo', 'use', 'towel', 'babi', 'blanket', 'coverup', 'toss', 'one', 'diaper', 'bag', 'use']"
1018,1,20120609181942Z,no you are a corny dumb ass,"['corny', 'dumb', 'ass']","['corni', 'dumb', 'ass']","['corni', 'dumb', 'ass']"
1019,0,20120611173239Z,they just want a portion of the road so they can carry out their hangings in familiar territory,"['want', 'portion', 'road', 'carry', 'hangings', 'familiar', 'territory']","['want', 'portion', 'road', 'carri', 'hang', 'familiar', 'territori']","['want', 'portion', 'road', 'carri', 'hang', 'familiar', 'territori']"
1020,0,,oliver stones kid or babies daddies uncles brothers cousinis not news who cares whatxc2xa0religionxc2xa0he isi would like to be him when is new brothers hears the comment he had not abandoned christianity or when the change his mind about his jewish blood not talking about muslims in general just the ones that blow stuff up,"['oliver', 'stones', 'kid', 'babies', 'daddies', 'uncles', 'brothers', 'cousinis', 'news', 'cares', 'whatxc2xa0religionxc2xa0he', 'isi', 'would', 'like', 'new', 'brothers', 'hears', 'comment', 'abandoned', 'christianity', 'change', 'mind', 'jewish', 'blood', 'talking', 'muslims', 'general', 'ones', 'blow', 'stuff']","['oliv', 'stone', 'kid', 'babi', 'daddi', 'uncl', 'brother', 'cousini', 'news', 'care', 'whatxc2xa0religionxc2xa0h', 'isi', 'would', 'like', 'new', 'brother', 'hear', 'comment', 'abandon', 'christian', 'chang', 'mind', 'jewish', 'blood', 'talk', 'muslim', 'general', 'one', 'blow', 'stuff']","['oliv', 'stone', 'kid', 'babi', 'daddi', 'uncl', 'brother', 'cousini', 'news', 'care', 'whatxc2xa0religionxc2xa0h', 'isi', 'would', 'like', 'new', 'brother', 'hear', 'comment', 'abandon', 'christian', 'chang', 'mind', 'jewish', 'blood', 'talk', 'muslim', 'general', 'one', 'blow', 'stuff']"
1021,0,20120611235414Z,in chicago we say gas station,"['chicago', 'say', 'gas', 'station']","['chicago', 'say', 'gas', 'station']","['chicago', 'say', 'gas', 'station']"
1022,0,20120611184942Z,no i know people who rewatch it habitually i am in fact related to one of them,"['know', 'people', 'rewatch', 'habitually', 'fact', 'related', 'one']","['know', 'peopl', 'rewatch', 'habitu', 'fact', 'relat', 'one']","['know', 'peopl', 'rewatch', 'habitu', 'fact', 'relat', 'one']"
1023,1,20120320194013Z,so you call her a w h o r e making you what pure youre a fool and an idiot,"['call', 'w', 'h', 'r', 'e', 'making', 'pure', 'youre', 'fool', 'idiot']","['call', 'w', 'h', 'r', 'e', 'make', 'pure', 'your', 'fool', 'idiot']","['call', 'w', 'h', 'r', 'e', 'make', 'pure', 'your', 'fool', 'idiot']"
1024,1,20120610012252Z,the same with write people  every one do some drug in there life ok not all black people is drug addict so i would like you to stop hating on blacks ok you prick  have some respect for him god know y he do what he did ok have a bless night u prick,"['write', 'people', 'every', 'one', 'drug', 'life', 'ok', 'black', 'people', 'drug', 'addict', 'would', 'like', 'stop', 'hating', 'blacks', 'ok', 'prick', 'respect', 'god', 'know', 'ok', 'bless', 'night', 'u', 'prick']","['write', 'peopl', 'everi', 'one', 'drug', 'life', 'ok', 'black', 'peopl', 'drug', 'addict', 'would', 'like', 'stop', 'hate', 'black', 'ok', 'prick', 'respect', 'god', 'know', 'ok', 'bless', 'night', 'u', 'prick']","['write', 'peopl', 'everi', 'one', 'drug', 'life', 'ok', 'black', 'peopl', 'drug', 'addict', 'would', 'like', 'stop', 'hate', 'black', 'ok', 'prick', 'respect', 'god', 'know', 'ok', 'bless', 'night', 'you', 'prick']"
1025,1,20120611083156Z,when you say bama you are referring to the school like in your posts below stop being an idiot,"['say', 'bama', 'referring', 'school', 'like', 'posts', 'stop', 'idiot']","['say', 'bama', 'refer', 'school', 'like', 'post', 'stop', 'idiot']","['say', 'bama', 'refer', 'school', 'like', 'post', 'stop', 'idiot']"
1026,0,20120612142933Z,chill no need to call them an idiot,"['chill', 'need', 'call', 'idiot']","['chill', 'need', 'call', 'idiot']","['chill', 'need', 'call', 'idiot']"
1027,0,20120529204404Z,lets wait to see what the contract and numbers are before getting too upset nncould be a oneyear deal that wont have any impact on dealing for a fa,"['lets', 'wait', 'see', 'contract', 'numbers', 'getting', 'upset', 'nncould', 'oneyear', 'deal', 'wont', 'impact', 'dealing', 'fa']","['let', 'wait', 'see', 'contract', 'number', 'get', 'upset', 'nncould', 'oneyear', 'deal', 'wont', 'impact', 'deal', 'fa']","['let', 'wait', 'see', 'contract', 'number', 'get', 'upset', 'nncould', 'oneyear', 'deal', 'wont', 'impact', 'deal', 'fa']"
1028,0,,whaaaaaatxc2xa0 excuse me while i puke,"['whaaaaaatxc2xa0', 'excuse', 'puke']","['whaaaaaatxc2xa0', 'excus', 'puke']","['whaaaaaatxc2xa0', 'excus', 'puke']"
1029,0,20120528195039Z,whoever takes out the heat in the playoffs will be americas team,"['whoever', 'takes', 'heat', 'playoffs', 'americas', 'team']","['whoever', 'take', 'heat', 'playoff', 'america', 'team']","['whoever', 'take', 'heat', 'playoff', 'america', 'team']"
1030,0,20120619143428Z,sure they will 1 pitcher does not make or break a rotation especially when you have the depth the reds have he wasnt expected to come over and be the number 1 he was brought over cause he has the potential to be a 1 that whole deal was basically based on potential and the reds got the better of the deal calm down no need to point out what he has done so far we all know lets talk about how to get him back to where he was so we are getting out of him what we all expected this team is going to the playoffs regardless of his performance it would just be nice if he contributed like he should be and i fully expect that he will pay dividends sooner rather than later,"['sure', '1', 'pitcher', 'make', 'break', 'rotation', 'especially', 'depth', 'reds', 'wasnt', 'expected', 'come', 'number', '1', 'brought', 'cause', 'potential', '1', 'whole', 'deal', 'basically', 'based', 'potential', 'reds', 'got', 'better', 'deal', 'calm', 'need', 'point', 'done', 'far', 'know', 'lets', 'talk', 'get', 'back', 'getting', 'expected', 'team', 'going', 'playoffs', 'regardless', 'performance', 'would', 'nice', 'contributed', 'like', 'fully', 'expect', 'pay', 'dividends', 'sooner', 'rather', 'later']","['sure', '1', 'pitcher', 'make', 'break', 'rotat', 'especi', 'depth', 'red', 'wasnt', 'expect', 'come', 'number', '1', 'brought', 'caus', 'potenti', '1', 'whole', 'deal', 'basic', 'base', 'potenti', 'red', 'got', 'better', 'deal', 'calm', 'need', 'point', 'done', 'far', 'know', 'let', 'talk', 'get', 'back', 'get', 'expect', 'team', 'go', 'playoff', 'regardless', 'perform', 'would', 'nice', 'contribut', 'like', 'fulli', 'expect', 'pay', 'dividend', 'sooner', 'rather', 'later']","['sure', '1', 'pitcher', 'make', 'break', 'rotat', 'especi', 'depth', 'red', 'wasnt', 'expect', 'come', 'number', '1', 'brought', 'caus', 'potenti', '1', 'whole', 'deal', 'basic', 'base', 'potenti', 'red', 'got', 'better', 'deal', 'calm', 'need', 'point', 'done', 'far', 'know', 'let', 'talk', 'get', 'back', 'get', 'expect', 'team', 'go', 'playoff', 'regardless', 'perform', 'would', 'nice', 'contribut', 'like', 'fulli', 'expect', 'pay', 'dividend', 'sooner', 'rather', 'later']"
1031,1,20120620014312Z,no actually youve shown me no source all recent data has been shipments idiot your other comments would hurt if you were actually relevant moron of the year explain how thats still not dominant kid,"['actually', 'youve', 'shown', 'source', 'recent', 'data', 'shipments', 'idiot', 'comments', 'would', 'hurt', 'actually', 'relevant', 'moron', 'year', 'explain', 'thats', 'still', 'dominant', 'kid']","['actual', 'youv', 'shown', 'sourc', 'recent', 'data', 'shipment', 'idiot', 'comment', 'would', 'hurt', 'actual', 'relev', 'moron', 'year', 'explain', 'that', 'still', 'domin', 'kid']","['actual', 'youv', 'shown', 'sourc', 'recent', 'data', 'shipment', 'idiot', 'comment', 'would', 'hurt', 'actual', 'relev', 'moron', 'year', 'explain', 'that', 'still', 'domin', 'kid']"
1032,0,20120620125738Z,yeah so whats the big deal letting iran and its friends know they can not trust their software nor trust in the safety or integrity of everything from their hardware to their people as they play with nuclear materials,"['yeah', 'whats', 'big', 'deal', 'letting', 'iran', 'friends', 'know', 'trust', 'software', 'trust', 'safety', 'integrity', 'everything', 'hardware', 'people', 'play', 'nuclear', 'materials']","['yeah', 'what', 'big', 'deal', 'let', 'iran', 'friend', 'know', 'trust', 'softwar', 'trust', 'safeti', 'integr', 'everyth', 'hardwar', 'peopl', 'play', 'nuclear', 'materi']","['yeah', 'what', 'big', 'deal', 'let', 'iran', 'friend', 'know', 'trust', 'softwar', 'trust', 'safeti', 'integr', 'everyth', 'hardwar', 'peopl', 'play', 'nuclear', 'materi']"
1033,0,,oh please she only has one face the pout and she really doesnt need any more practise at that,"['oh', 'please', 'one', 'face', 'pout', 'really', 'doesnt', 'need', 'practise']","['oh', 'pleas', 'one', 'face', 'pout', 'realli', 'doesnt', 'need', 'practis']","['oh', 'pleas', 'one', 'face', 'pout', 'realli', 'doesnt', 'need', 'practis']"
1034,0,20120609205014Z,everyone has something to deal with some are ugly some are dumb some have crooked teeth some voted for obama,"['everyone', 'something', 'deal', 'ugly', 'dumb', 'crooked', 'teeth', 'voted', 'obama']","['everyon', 'someth', 'deal', 'ugli', 'dumb', 'crook', 'teeth', 'vote', 'obama']","['everyon', 'someth', 'deal', 'ugli', 'dumb', 'crook', 'teeth', 'vote', 'obama']"
1035,0,20120527213415Z,lauren are you mad at me,"['lauren', 'mad']","['lauren', 'mad']","['lauren', 'mad']"
1036,0,,xc2xa0if not for panetta of all people urging obama to give a green light on the operation bin laden is still walking around making video tapes and lopping the heads off americansnnif you want to kiss someonesass over osama start with leon then move on to the seals who got him,"['xc2xa0if', 'panetta', 'people', 'urging', 'obama', 'give', 'green', 'light', 'operation', 'bin', 'laden', 'still', 'walking', 'around', 'making', 'video', 'tapes', 'lopping', 'heads', 'americansnnif', 'want', 'kiss', 'someonesass', 'osama', 'start', 'leon', 'move', 'seals', 'got']","['xc2xa0if', 'panetta', 'peopl', 'urg', 'obama', 'give', 'green', 'light', 'oper', 'bin', 'laden', 'still', 'walk', 'around', 'make', 'video', 'tape', 'lop', 'head', 'americansnnif', 'want', 'kiss', 'someonesass', 'osama', 'start', 'leon', 'move', 'seal', 'got']","['xc2xa0if', 'panetta', 'peopl', 'urg', 'obama', 'give', 'green', 'light', 'oper', 'bin', 'laden', 'still', 'walk', 'around', 'make', 'video', 'tape', 'lop', 'head', 'americansnnif', 'want', 'kiss', 'someonesass', 'osama', 'start', 'leon', 'move', 'seal', 'got']"
1037,0,,all noneus move to london to earn thatnot wanted eslewhere,"['noneus', 'move', 'london', 'earn', 'thatnot', 'wanted', 'eslewhere']","['noneus', 'move', 'london', 'earn', 'thatnot', 'want', 'eslewher']","['noneus', 'move', 'london', 'earn', 'thatnot', 'want', 'eslewher']"
1038,0,20120528124705Z,i agree im just being sarcastic,"['agree', 'im', 'sarcastic']","['agre', 'im', 'sarcast']","['agre', 'im', 'sarcast']"
1039,0,20120612140249Z,why the_fuck didnt you tell her,"['the_fuck', 'didnt', 'tell']","['the_fuck', 'didnt', 'tell']","['the_fuck', 'didnt', 'tell']"
1040,1,20120320160208Z,stop acting like a bitch xa0he was a kid for goodness sake,"['stop', 'acting', 'like', 'bitch', 'xa0he', 'kid', 'goodness', 'sake']","['stop', 'act', 'like', 'bitch', 'xa0h', 'kid', 'good', 'sake']","['stop', 'act', 'like', 'bitch', 'xa0h', 'kid', 'good', 'sake']"
1041,0,20120619143245Z,citizen9xa0nnxa0you cant keep liberal style lying your way thru lifexa0nnthe truth will prevail i know thats anathema to youxa0nnyou need help,"['citizen9xa0nnxa0you', 'cant', 'keep', 'liberal', 'style', 'lying', 'way', 'thru', 'lifexa0nnthe', 'truth', 'prevail', 'know', 'thats', 'anathema', 'youxa0nnyou', 'need', 'help']","['citizen9xa0nnxa0you', 'cant', 'keep', 'liber', 'style', 'lie', 'way', 'thru', 'lifexa0nnth', 'truth', 'prevail', 'know', 'that', 'anathema', 'youxa0nnyou', 'need', 'help']","['citizen9xa0nnxa0you', 'cant', 'keep', 'liber', 'style', 'lie', 'way', 'thru', 'lifexa0nnth', 'truth', 'prevail', 'know', 'that', 'anathema', 'youxa0nnyou', 'need', 'help']"
1042,0,20120529233626Z,youre da best matt fowler,"['youre', 'da', 'best', 'matt', 'fowler']","['your', 'da', 'best', 'matt', 'fowler']","['your', 'the', 'best', 'matt', 'fowler']"
1043,0,20120619143003Z,romney is a business who has solid ideas about bringing jobs backnnromney wants a strong military only as a deterrent to attacks by other countries all over the worldnnbtw you liberals use the term tax cut which is false a true tax cut is when xa0our taxes get lowerednnthe liberal version of a tax cut is when tax payers are allowed to keep some more of their hard earned money news flash to liberals xa0 xa0its not your money,"['romney', 'business', 'solid', 'ideas', 'bringing', 'jobs', 'backnnromney', 'wants', 'strong', 'military', 'deterrent', 'attacks', 'countries', 'worldnnbtw', 'liberals', 'use', 'term', 'tax', 'cut', 'false', 'true', 'tax', 'cut', 'xa0our', 'taxes', 'get', 'lowerednnthe', 'liberal', 'version', 'tax', 'cut', 'tax', 'payers', 'allowed', 'keep', 'hard', 'earned', 'money', 'news', 'flash', 'liberals', 'xa0', 'xa0its', 'money']","['romney', 'busi', 'solid', 'idea', 'bring', 'job', 'backnnromney', 'want', 'strong', 'militari', 'deterr', 'attack', 'countri', 'worldnnbtw', 'liber', 'use', 'term', 'tax', 'cut', 'fals', 'true', 'tax', 'cut', 'xa0our', 'tax', 'get', 'lowerednnth', 'liber', 'version', 'tax', 'cut', 'tax', 'payer', 'allow', 'keep', 'hard', 'earn', 'money', 'news', 'flash', 'liber', 'xa0', 'xa0it', 'money']","['romney', 'busi', 'solid', 'idea', 'bring', 'job', 'backnnromney', 'want', 'strong', 'militari', 'deterr', 'attack', 'countri', 'worldnnbtw', 'liber', 'use', 'term', 'tax', 'cut', 'fals', 'true', 'tax', 'cut', 'xa0our', 'tax', 'get', 'lowerednnth', 'liber', 'version', 'tax', 'cut', 'tax', 'payer', 'allow', 'keep', 'hard', 'earn', 'money', 'news', 'flash', 'liber', 'xa0', 'xa0it', 'money']"
1044,0,20120530142713Z,dude  it was a satire english newspaper called the daily squib that made that upnnsatire means joke,"['dude', 'satire', 'english', 'newspaper', 'called', 'daily', 'squib', 'made', 'upnnsatire', 'means', 'joke']","['dude', 'satir', 'english', 'newspap', 'call', 'daili', 'squib', 'made', 'upnnsatir', 'mean', 'joke']","['dude', 'satir', 'english', 'newspap', 'call', 'daili', 'squib', 'made', 'upnnsatir', 'mean', 'joke']"
1045,0,20120516000725Z,you dont,['dont'],['dont'],['dont']
1046,0,20120620051153Z,are you sure hes even a real person,"['sure', 'hes', 'even', 'real', 'person']","['sure', 'hes', 'even', 'real', 'person']","['sure', 'hes', 'even', 'real', 'person']"
1047,1,20120320204256Z,well we know you are to dumb you only chose that screen name to satisfy your overgrown ego,"['well', 'know', 'dumb', 'chose', 'screen', 'name', 'satisfy', 'overgrown', 'ego']","['well', 'know', 'dumb', 'chose', 'screen', 'name', 'satisfi', 'overgrown', 'ego']","['well', 'know', 'dumb', 'chose', 'screen', 'name', 'satisfi', 'overgrown', 'ego']"
1048,0,,he used to be like 100st himself,"['used', 'like', '100st']","['use', 'like', '100st']","['use', 'like', '100st']"
1049,0,20120610092157Z,mos po lyp me ja kthy virgjinitetin edhe motres apo nones tonde po e kan hup virgjinitetin ose e kan shit me pare e i njejti rast osht edhe me mitrovicen  se baba jot hashim thadici e ka shit mitrovicen o kungull,"['mos', 'po', 'lyp', 'ja', 'kthy', 'virgjinitetin', 'edhe', 'motres', 'apo', 'nones', 'tonde', 'po', 'e', 'kan', 'hup', 'virgjinitetin', 'ose', 'e', 'kan', 'shit', 'pare', 'e', 'njejti', 'rast', 'osht', 'edhe', 'mitrovicen', 'se', 'baba', 'jot', 'hashim', 'thadici', 'e', 'ka', 'shit', 'mitrovicen', 'kungull']","['mos', 'po', 'lyp', 'ja', 'kthi', 'virgjinitetin', 'edh', 'motr', 'apo', 'none', 'tond', 'po', 'e', 'kan', 'hup', 'virgjinitetin', 'ose', 'e', 'kan', 'shit', 'pare', 'e', 'njejti', 'rast', 'osht', 'edh', 'mitrovicen', 'se', 'baba', 'jot', 'hashim', 'thadici', 'e', 'ka', 'shit', 'mitrovicen', 'kungul']","['mos', 'po', 'lyp', 'ja', 'kthi', 'virgjinitetin', 'edh', 'motr', 'apo', 'none', 'tond', 'po', 'e', 'kan', 'hup', 'virgjinitetin', 'ose', 'e', 'kan', 'shit', 'pare', 'e', 'njejti', 'rast', 'osht', 'edh', 'mitrovicen', 'se', 'baba', 'jot', 'hashim', 'thadici', 'e', 'ka', 'shit', 'mitrovicen', 'kungul']"
1050,0,20120530030326Z,thunder fans are praying they toss duncan,"['thunder', 'fans', 'praying', 'toss', 'duncan']","['thunder', 'fan', 'pray', 'toss', 'duncan']","['thunder', 'fan', 'pray', 'toss', 'duncan']"
1051,0,20120612145338Z,votto was in our farm before krusty ever came here so was bruce and cueto phillips was here too but not from our farm you idiot,"['votto', 'farm', 'krusty', 'ever', 'came', 'bruce', 'cueto', 'phillips', 'farm', 'idiot']","['votto', 'farm', 'krusti', 'ever', 'came', 'bruce', 'cueto', 'phillip', 'farm', 'idiot']","['votto', 'farm', 'krusti', 'ever', 'came', 'bruce', 'cueto', 'phillip', 'farm', 'idiot']"
1052,0,20120619220638Z,so you think there is no reason that a government needs to keep a secret xa0spreading classified info with you was wrong when it was scooter libby right,"['think', 'reason', 'government', 'needs', 'keep', 'secret', 'xa0spreading', 'classified', 'info', 'wrong', 'scooter', 'libby', 'right']","['think', 'reason', 'govern', 'need', 'keep', 'secret', 'xa0spread', 'classifi', 'info', 'wrong', 'scooter', 'libbi', 'right']","['think', 'reason', 'govern', 'need', 'keep', 'secret', 'xa0spread', 'classifi', 'info', 'wrong', 'scooter', 'libbi', 'right']"
1053,0,20120619175916Z,you know a couple of young apes took her to abuse her   only hope she comes back in one piece,"['know', 'couple', 'young', 'apes', 'took', 'abuse', 'hope', 'comes', 'back', 'one', 'piece']","['know', 'coupl', 'young', 'ape', 'took', 'abus', 'hope', 'come', 'back', 'one', 'piec']","['know', 'coupl', 'young', 'ape', 'took', 'abus', 'hope', 'come', 'back', 'one', 'piec']"
1054,0,20120529030104Z,you are right,['right'],['right'],['right']
1055,0,,evidently your not smart enough to do the same thing or you wouldnt be sitting on your lazy ass dropping spam on this website,"['evidently', 'smart', 'enough', 'thing', 'wouldnt', 'sitting', 'lazy', 'ass', 'dropping', 'spam', 'website']","['evid', 'smart', 'enough', 'thing', 'wouldnt', 'sit', 'lazi', 'ass', 'drop', 'spam', 'websit']","['evid', 'smart', 'enough', 'thing', 'wouldnt', 'sit', 'lazi', 'ass', 'drop', 'spam', 'websit']"
1056,1,20120528013329Z,got a reference for that idiotic comment,"['got', 'reference', 'idiotic', 'comment']","['got', 'refer', 'idiot', 'comment']","['got', 'refer', 'idiot', 'comment']"
1057,0,20120527210803Z,only if ronald mcdonald gives him time off from his regular job as a mcslave at mcdoonalds,"['ronald', 'mcdonald', 'gives', 'time', 'regular', 'job', 'mcslave', 'mcdoonalds']","['ronald', 'mcdonald', 'give', 'time', 'regular', 'job', 'mcslave', 'mcdoonald']","['ronald', 'mcdonald', 'give', 'time', 'regular', 'job', 'mcslave', 'mcdoonald']"
1058,0,20120619225839Z,how can a pornstar compare herself to the vi9in mary,"['pornstar', 'compare', 'vi9in', 'mary']","['pornstar', 'compar', 'vi9in', 'mari']","['pornstar', 'compar', 'vi9in', 'mari']"
1059,0,20120620154656Z,i shall give you one reason one reason and youll want to kill for that robocop remake njose fucking padhila,"['shall', 'give', 'one', 'reason', 'one', 'reason', 'youll', 'want', 'kill', 'robocop', 'remake', 'njose', 'fucking', 'padhila']","['shall', 'give', 'one', 'reason', 'one', 'reason', 'youll', 'want', 'kill', 'robocop', 'remak', 'njose', 'fuck', 'padhila']","['shall', 'give', 'one', 'reason', 'one', 'reason', 'youll', 'want', 'kill', 'robocop', 'remak', 'njose', 'fuck', 'padhila']"
1060,1,20120530091613Z,to the idiots posting on here who think racism is alrightnwell it is nor and if you were a victim of racism then you would knowni feel like balli too and i would kick off as well even if meant i got arrestedndid you seem them dumb fkin poles and ukranians racist bigotsnracists have a place sure they doin the fkin gutternand you know what would stop racism immediately or bring it to the forefrontif the racists were to throw swastikas at all the jewish players i bet the football bodies would take note immediately,"['idiots', 'posting', 'think', 'racism', 'alrightnwell', 'victim', 'racism', 'would', 'knowni', 'feel', 'like', 'balli', 'would', 'kick', 'well', 'even', 'meant', 'got', 'arrestedndid', 'seem', 'dumb', 'fkin', 'poles', 'ukranians', 'racist', 'bigotsnracists', 'place', 'sure', 'doin', 'fkin', 'gutternand', 'know', 'would', 'stop', 'racism', 'immediately', 'bring', 'forefrontif', 'racists', 'throw', 'swastikas', 'jewish', 'players', 'bet', 'football', 'bodies', 'would', 'take', 'note', 'immediately']","['idiot', 'post', 'think', 'racism', 'alrightnwel', 'victim', 'racism', 'would', 'knowni', 'feel', 'like', 'balli', 'would', 'kick', 'well', 'even', 'meant', 'got', 'arrestedndid', 'seem', 'dumb', 'fkin', 'pole', 'ukranian', 'racist', 'bigotsnracist', 'place', 'sure', 'doin', 'fkin', 'gutternand', 'know', 'would', 'stop', 'racism', 'immedi', 'bring', 'forefrontif', 'racist', 'throw', 'swastika', 'jewish', 'player', 'bet', 'footbal', 'bodi', 'would', 'take', 'note', 'immedi']","['idiot', 'post', 'think', 'racism', 'alrightnwel', 'victim', 'racism', 'would', 'knowni', 'feel', 'like', 'balli', 'would', 'kick', 'well', 'even', 'meant', 'got', 'arrestedndid', 'seem', 'dumb', 'fkin', 'pole', 'ukranian', 'racist', 'bigotsnracist', 'place', 'sure', 'doin', 'fkin', 'gutternand', 'know', 'would', 'stop', 'racism', 'immedi', 'bring', 'forefrontif', 'racist', 'throw', 'swastika', 'jewish', 'player', 'bet', 'footbal', 'bodi', 'would', 'take', 'note', 'immedi']"
1061,0,20120612060219Z,xc1no vu0161etci u010do ho poznxe1me vieme u017ee hrxe1 len do vlastnxe9ho vrecka ,"['xc1no', 'vu0161etci', 'u010do', 'ho', 'poznxe1me', 'vieme', 'u017ee', 'hrxe1', 'len', 'vlastnxe9ho', 'vrecka']","['xc1no', 'vu0161etci', 'u010do', 'ho', 'poznxe1m', 'viem', 'u017e', 'hrxe1', 'len', 'vlastnxe9ho', 'vrecka']","['xc1no', 'vu0161etci', 'u010do', 'ho', 'poznxe1m', 'viem', 'u017e', 'hrxe1', 'len', 'vlastnxe9ho', 'vrecka']"
1062,0,20120610070105Z,lavendar is my favorite color but you can get it in any color to match your room,"['lavendar', 'favorite', 'color', 'get', 'color', 'match', 'room']","['lavendar', 'favorit', 'color', 'get', 'color', 'match', 'room']","['lavendar', 'favorit', 'color', 'get', 'color', 'match', 'room']"
1063,0,20120527211032Z,you would hope so  unfortunately when people are desperate and seeking a solution when there does not seem to be one they want to believe in anything that will help their child  i cant fault them for loving their child that muchnnon the other hand there are some people that will just believe anything a celebrity says just because that person is a celebrity,"['would', 'hope', 'unfortunately', 'people', 'desperate', 'seeking', 'solution', 'seem', 'one', 'want', 'believe', 'anything', 'help', 'child', 'cant', 'fault', 'loving', 'child', 'muchnnon', 'hand', 'people', 'believe', 'anything', 'celebrity', 'says', 'person', 'celebrity']","['would', 'hope', 'unfortun', 'peopl', 'desper', 'seek', 'solut', 'seem', 'one', 'want', 'believ', 'anyth', 'help', 'child', 'cant', 'fault', 'love', 'child', 'muchnnon', 'hand', 'peopl', 'believ', 'anyth', 'celebr', 'say', 'person', 'celebr']","['would', 'hope', 'unfortun', 'peopl', 'desper', 'seek', 'solut', 'seem', 'one', 'want', 'believ', 'anyth', 'help', 'child', 'cant', 'fault', 'love', 'child', 'muchnnon', 'hand', 'peopl', 'believ', 'anyth', 'celebr', 'say', 'person', 'celebr']"
1064,0,20120530024732Z,spurs 80 okc 66 3rd q 3 min left,"['spurs', '80', 'okc', '66', '3rd', 'q', '3', 'min', 'left']","['spur', '80', 'okc', '66', '3rd', 'q', '3', 'min', 'left']","['spur', '80', 'okc', '66', '3rd', 'q', '3', 'min', 'left']"
1065,0,20120527190005Z,stapler oh my god theyre best friend cheating on each other,"['stapler', 'oh', 'god', 'theyre', 'best', 'friend', 'cheating']","['stapler', 'oh', 'god', 'theyr', 'best', 'friend', 'cheat']","['stapler', 'oh', 'god', 'theyr', 'best', 'friend', 'cheat']"
1066,0,20120611184750Z,henry hawknnthe cases that you have cited are not applicable in this instancennalso there is no known conflict statute within any us state with granting obamas lfbc full faith and creditnnnor is there a credible record of a statement by obama that he was not born in hawaii as you have suggested,"['henry', 'hawknnthe', 'cases', 'cited', 'applicable', 'instancennalso', 'known', 'conflict', 'statute', 'within', 'us', 'state', 'granting', 'obamas', 'lfbc', 'full', 'faith', 'creditnnnor', 'credible', 'record', 'statement', 'obama', 'born', 'hawaii', 'suggested']","['henri', 'hawknnth', 'case', 'cite', 'applic', 'instancennalso', 'known', 'conflict', 'statut', 'within', 'us', 'state', 'grant', 'obama', 'lfbc', 'full', 'faith', 'creditnnnor', 'credibl', 'record', 'statement', 'obama', 'born', 'hawaii', 'suggest']","['henri', 'hawknnth', 'case', 'cite', 'applic', 'instancennalso', 'known', 'conflict', 'statut', 'within', 'us', 'state', 'grant', 'obama', 'lfbc', 'full', 'faith', 'creditnnnor', 'credibl', 'record', 'statement', 'obama', 'born', 'hawaii', 'suggest']"
1067,0,20120529151615Z,good job eric xa0 you defended yourself against your unarmed little nbrother who you claimed to love xa0 you took that gun with you on npurpose and you darn sure got to use it as you intendednna little harsh arent you nothing like piling on when the guy on the bottom who admittedly made a huge mistake is already feeling terrible about it you are in no position to judge himperhaps you should try walking in his shoes his life has been changed forever and i doubt he premeditated to kill his brother thats not how accidents happen was he careless yes but i doubt hes a murderer,"['good', 'job', 'eric', 'xa0', 'defended', 'unarmed', 'little', 'nbrother', 'claimed', 'love', 'xa0', 'took', 'gun', 'npurpose', 'darn', 'sure', 'got', 'use', 'intendednna', 'little', 'harsh', 'arent', 'nothing', 'like', 'piling', 'guy', 'bottom', 'admittedly', 'made', 'huge', 'mistake', 'already', 'feeling', 'terrible', 'position', 'judge', 'himperhaps', 'try', 'walking', 'shoes', 'life', 'changed', 'forever', 'doubt', 'premeditated', 'kill', 'brother', 'thats', 'accidents', 'happen', 'careless', 'yes', 'doubt', 'hes', 'murderer']","['good', 'job', 'eric', 'xa0', 'defend', 'unarm', 'littl', 'nbrother', 'claim', 'love', 'xa0', 'took', 'gun', 'npurpos', 'darn', 'sure', 'got', 'use', 'intendednna', 'littl', 'harsh', 'arent', 'noth', 'like', 'pile', 'guy', 'bottom', 'admit', 'made', 'huge', 'mistak', 'alreadi', 'feel', 'terribl', 'posit', 'judg', 'himperhap', 'tri', 'walk', 'shoe', 'life', 'chang', 'forev', 'doubt', 'premedit', 'kill', 'brother', 'that', 'accid', 'happen', 'careless', 'yes', 'doubt', 'hes', 'murder']","['good', 'job', 'eric', 'xa0', 'defend', 'unarm', 'littl', 'nbrother', 'claim', 'love', 'xa0', 'took', 'gun', 'npurpos', 'darn', 'sure', 'got', 'use', 'intendednna', 'littl', 'harsh', 'arent', 'noth', 'like', 'pile', 'guy', 'bottom', 'admit', 'made', 'huge', 'mistak', 'alreadi', 'feel', 'terribl', 'posit', 'judg', 'himperhap', 'tri', 'walk', 'shoe', 'life', 'chang', 'forev', 'doubt', 'premedit', 'kill', 'brother', 'that', 'accid', 'happen', 'careless', 'yes', 'doubt', 'hes', 'murder']"
